,Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,Standardized_SMILES,Standardized_InChI,DICTrank,name,Cardiotoxicity,CT label
327,odomzo,sonidegib,sonidegib phosphate,no,Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,"InChI=1S/C26H26F3N3O3/c1-16-14-32(15-17(2)34-16)24-12-9-20(13-30-24)31-25(33)23-6-4-5-22(18(23)3)19-7-10-21(11-8-19)35-26(27,28)29/h4-13,16-17H,14-15H2,1-3H3,(H,31,33)",0,sonidegib,,CLINICAL PHARMACOLOGY
328,ceftriaxone,ceftriaxone,ceftriaxone sodium,no,CON=C(C(O)=NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3[n-]c(=O)c(=O)[n-][n+]3C)CSC12)c1csc(=N)[n-]1,"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H5,19,20,21,22,27,28,31,32)/p-2",0,ceftriaxone,,no
329,tazicef,ceftazidime,ceftazidime,no,CC(C)(ON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(=N)[n-]1)C(=O)[O-],"InChI=1S/C22H22N6O7S2/c1-22(2,20(33)34)35-26-13(12-10-37-21(23)24-12)16(29)25-14-17(30)28-15(19(31)32)11(9-36-18(14)28)8-27-6-4-3-5-7-27/h3-7,10,14,18H,8-9H2,1-2H3,(H4-,23,24,25,29,31,32,33,34)/p-1",0,ceftazidime,,no
330,clorazepate dipotassium,clorazepate dipotassium,clorazepate dipotassium,no,O=c1nc2ccc(Cl)cc2c(-c2ccccc2)nc1C(O)O,"InChI=1S/C16H11ClN2O3/c17-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)19-14(16(21)22)15(20)18-12/h1-8,16,21-22H",0,clorazepate dipotassium,,no
331,nevirapine,nevirapine,nevirapine hemihydrate,no,Cc1ccnc2c1NC(=O)c1cccnc1[NH+]2C1CC1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)/p+1",0,nevirapine,,no
332,kengreal,cangrelor,cangrelor,no,CSCC[NH+]=C1NC(=[S+]CCC(F)(F)F)[NH+]=C2C1=NC=[N+]2C1OC(CO[P-](=O)(=O)O[P-](=O)(=O)C(Cl)(Cl)[P](=O)(=O)O)C(O)C1O,"InChI=1S/C17H22Cl2F3N5O12P3S2/c1-43-5-3-23-12-9-13(26-15(25-12)44-4-2-16(20,21)22)27(7-24-9)14-11(29)10(28)8(38-14)6-37-42(35,36)39-41(33,34)17(18,19)40(30,31)32/h7-8,10-11,14,28-29H,2-6H2,1H3,(H,23,25)(H,30,31,32)/p+2",0,cangrelor,,no
333,kit for the preparation of technetium tc 99m medronate,technetium tc 99m medronate,technetium tc-99m medronate,no,O=[P](=O)(O)C[P](=O)(=O)O,"InChI=1S/CH4O6P2/c2-8(3,4)1-9(5,6)7/h1H2,(H,2,3,4)(H,5,6,7)",0,technetium tc 99m medronate,,no
334,miglitol,miglitol,miglitol,no,OCC[NH+]1CC(O)C(O)C(O)C1CO,"InChI=1S/C8H17NO5/c10-2-1-9-3-6(12)8(14)7(13)5(9)4-11/h5-8,10-14H,1-4H2/p+1",0,miglitol,,no
335,xyrem,sodium oxybate,sodium oxybate,no,O=C([O-])CCCO,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)/p-1",0,sodium oxybate,,no
336,atovaquone,atovaquone,atovaquone,no,[O-]c1c(C2=CCC(c3ccc(Cl)cc3)CC2)c([O-])c2ccccc2c1[O-],"InChI=1S/C22H19ClO3/c23-16-11-9-14(10-12-16)13-5-7-15(8-6-13)19-20(24)17-3-1-2-4-18(17)21(25)22(19)26/h1-4,7,9-13,24-26H,5-6,8H2/p-3",0,atovaquone,,no
337,tham,tromethamine,tromethamine,no,[NH3+]C(CO)(CO)CO,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2/p+1",0,tromethamine,,no
338,vigabatrin,vigabatrin,vigabatrin,no,C=CC([NH3+])CCC(=O)[O-],"InChI=1S/C6H11NO2/c1-2-5(7)3-4-6(8)9/h2,5H,1,3-4,7H2,(H,8,9)",0,vigabatrin,,no
339,jardiance,empagliflozin,empagliflozin,no,OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,"InChI=1S/C23H27ClO7/c24-18-6-3-14(23-22(28)21(27)20(26)19(11-25)31-23)10-15(18)9-13-1-4-16(5-2-13)30-17-7-8-29-12-17/h1-6,10,17,19-23,25-28H,7-9,11-12H2",0,empagliflozin,,no
340,lactulose,lactulose,lactulose,no,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2",0,lactulose,,no
341,endari,glutamine,glutamine,no,NC(=O)CCC([NH3+])C(=O)[O-],"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)",0,glutamine,,no
342,leukeran,chlorambucil,chlorambucil,no,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,"InChI=1S/C14H19Cl2NO2/c15-8-10-17(11-9-16)13-6-4-12(5-7-13)2-1-3-14(18)19/h4-7H,1-3,8-11H2,(H,18,19)/p-1",0,chlorambucil,,no
343,motegrity,prucalopride,prucalopride succinate,no,COCCC[NH+]1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,"InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)/p+1",0,prucalopride,,CLINICAL PHARMACOLOGY
344,krintafel,tafenoquine succinate,tafenoquine succinate,no,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc([NH2+]C(C)CCC[NH3+])c2n1,"InChI=1S/C24H28F3N3O3/c1-14-11-20(32-4)30-22-18(29-15(2)7-6-10-28)13-19(31-3)23(21(14)22)33-17-9-5-8-16(12-17)24(25,26)27/h5,8-9,11-13,15,29H,6-7,10,28H2,1-4H3/p+2",0,tafenoquine succinate,,CLINICAL PHARMACOLOGY
345,atorvastatin calcium,atorvastatin calcium,atorvastatin calcium trihydrate,no,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-],"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/p-1",0,atorvastatin calcium,,no
346,ampicillin,ampicillin,ampicillin trihydrate,no,CC1(C)SC2C(NC(=O)C([NH3+])c3ccccc3)C(=O)[NH+]2C1C(=O)[O-],"InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/p+1",0,ampicillin,,no
347,alendronate,alendronate sodium,alendronate sodium,no,[NH3+]CCCC(O)([P](=O)(=O)O)[P](=O)(=O)O,"InChI=1S/C4H11NO7P2/c5-3-1-2-4(6,13(7,8)9)14(10,11)12/h6H,1-3,5H2,(H,7,8,9)(H,10,11,12)/p+1",0,alendronate sodium,,no
348,quazepam,quazepam,quazepam,no,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,"InChI=1S/C17H11ClF4N2S/c18-10-5-6-14-12(7-10)16(11-3-1-2-4-13(11)19)23-8-15(25)24(14)9-17(20,21)22/h1-7H,8-9H2",0,quazepam,,no
349,triamterene,triamterene capsules,triamterene,no,N=c1[n-]c(=N)c2nc(-c3ccccc3)c(=N)[n-]c2[n-]1,"InChI=1S/C12H8N7/c13-9-7(6-4-2-1-3-5-6)16-8-10(14)18-12(15)19-11(8)17-9/h1-5H,(H3-3,13,14,15,17,18,19)/q-3",0,triamterene capsules,,no
350,thiamine hydrochloride,thiamine hydrochloride,thiamine hydrochloride,no,Cc1nc(=N)c(C[n+]2csc(CCO)c2C)c[n-]1,"InChI=1S/C12H16N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H-,13,14,15)",0,thiamine hydrochloride,,no
351,erivedge,vismodegib,vismodegib,no,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,"InChI=1S/C19H14Cl2N2O3S/c1-27(25,26)13-6-7-14(17(21)11-13)19(24)23-12-5-8-16(20)15(10-12)18-4-2-3-9-22-18/h2-11H,1H3,(H,23,24)",0,vismodegib,,CLINICAL PHARMACOLOGY
352,neomycin sulfate,neomycin sulfate,neomycin sulfate,no,[NH3+]CC1OC(OC2C(CO)OC(OC3C(O)C([NH3+])CC([NH3+])C3OC3OC(C[NH3+])C(O)C(O)C3[NH3+])C2O)C([NH3+])C(O)C1O,"InChI=1S/C23H46N6O13/c24-2-7-13(32)15(34)10(28)21(37-7)40-18-6(27)1-5(26)12(31)20(18)42-23-17(36)19(9(4-30)39-23)41-22-11(29)16(35)14(33)8(3-25)38-22/h5-23,30-36H,1-4,24-29H2/p+6",0,neomycin sulfate,,no
353,sevelamer hydrochloride,sevelamer hydrochloride,sevelamer hydrochloride,no,C=CC[NH3+],"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2/p+1",0,sevelamer hydrochloride,,no
354,fenofibric acid,fenofibric acid,choline fenofibrate,no,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-],"InChI=1S/C17H15ClO4/c1-17(2,16(20)21)22-14-9-5-12(6-10-14)15(19)11-3-7-13(18)8-4-11/h3-10H,1-2H3,(H,20,21)/p-1",0,fenofibric acid,,no
355,cystadane,betaine,betaine,no,C[N+](C)(C)CC(=O)[O-],"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",0,betaine,,no
356,levocarnitine,levocarnitine,levocarnitine,no,C[N+](C)(C)CC(O)CC(=O)[O-],"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3",0,levocarnitine,,no
357,choline c 11,choline c-11,choline c-11,no,C[N+](C)(C)CCO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",0,choline c-11,,no
358,acarbose,acarbose,acarbose,no,CC1OC(OC2C(CO)OC(OC(C(=O)C(O)CO)C(O)CO)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,"InChI=1S/C25H43NO18/c1-7-13(26-9-2-8(3-27)14(33)18(37)15(9)34)17(36)20(39)24(41-7)44-23-12(6-30)42-25(21(40)19(23)38)43-22(11(32)5-29)16(35)10(31)4-28/h2,7,9-15,17-34,36-40H,3-6H2,1H3/p+1",0,acarbose,,no
359,imcivree,setmelanotide,setmelanotide,no,CC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC1CSSCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC[NH+]=C(N)N)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2cnc[n-]2)NC(=O)C(C)NC1=O,"InChI=1S/C49H68N18O9S2/c1-26-41(70)63-37(20-30-22-55-25-59-30)46(75)64-35(18-28-10-4-3-5-11-28)44(73)62-34(15-9-17-57-49(53)54)43(72)65-36(19-29-21-58-32-13-7-6-12-31(29)32)45(74)66-38(40(50)69)23-77-78-24-39(47(76)60-26)67-42(71)33(61-27(2)68)14-8-16-56-48(51)52/h3-7,10-13,21-22,25-26,33-39,58H,8-9,14-20,23-24H2,1-2H3,(H19,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76)/p+1",0,setmelanotide,,no
360,apretude,cabotegravir,cabotegravir sodium,no,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)[NH+]12,"InChI=1S/C19H17F2N3O5/c1-9-8-29-14-7-23-6-12(16(25)17(26)15(23)19(28)24(9)14)18(27)22-5-10-2-3-11(20)4-13(10)21/h2-4,6,9,14,26H,5,7-8H2,1H3,(H,22,27)",0,cabotegravir,,CLINICAL PHARMACOLOGY
361,copiktra,duvelisib,duvelisib,no,CC(N=c1[n-]cnc2[n-]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"InChI=1S/C22H15ClN6O/c1-13(28-21-19-20(25-11-24-19)26-12-27-21)17-10-14-6-5-9-16(23)18(14)22(30)29(17)15-7-3-2-4-8-15/h2-13H,1H3/q-2",0,duvelisib,,CLINICAL PHARMACOLOGY
362,chenodal,chenodiol,chenodiol,no,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/p-1",0,chenodiol,,no
363,oxandrolone,oxandrolone,oxandrolone,no,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,"InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3",0,oxandrolone,,no
364,qulipta,atogepant,atogepant,no,Cc1c(-c2c(F)ccc(F)c2F)cc(NC(=O)C2CN=C3CC4(CC3C2)C(=O)Nc2ncccc24)c(=O)n1CC(F)(F)F,"InChI=1S/C29H23F6N5O3/c1-13-16(22-18(30)4-5-19(31)23(22)32)8-20(26(42)40(13)12-29(33,34)35)38-25(41)15-7-14-9-28(10-21(14)37-11-15)17-3-2-6-36-24(17)39-27(28)43/h2-6,8,14-15H,7,9-12H2,1H3,(H,38,41)(H,36,39,43)",0,atogepant,,CLINICAL PHARMACOLOGY
365,ubrelvy,ubrogepant,ubrogepant,no,Cc1c(-c2ccccc2)cc(NC(=O)C2CN=C3CC4(CC3C2)C(=O)Nc2ncccc24)c(=O)n1CC(F)(F)F,"InChI=1S/C29H26F3N5O3/c1-16-20(17-6-3-2-4-7-17)11-22(26(39)37(16)15-29(30,31)32)35-25(38)19-10-18-12-28(13-23(18)34-14-19)21-8-5-9-33-24(21)36-27(28)40/h2-9,11,18-19H,10,12-15H2,1H3,(H,35,38)(H,33,36,40)",0,ubrogepant,,CLINICAL PHARMACOLOGY
366,lanthanum carbonate,lanthanum carbonate,lanthanum carbonate,no,O=C([O-])[O-],"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2",0,lanthanum carbonate,,no
367,fludeoxyglucose f 18,fludeoxyglucose f-18,fludeoxyglucose f-18,no,OCC1OC(O)C(F)C(O)C1O,"InChI=1S/C6H11FO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1H2",0,fludeoxyglucose f-18,,no
368,tazverik,tazemetostat,tazemetostat hydrobromide,no,CC[NH+](c1cc(-c2ccc(C[NH+]3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[n-]c2=O)c1C)C1CCOCC1,"InChI=1S/C34H44N4O4/c1-5-38(29-10-14-41-15-11-29)32-20-28(27-8-6-26(7-9-27)22-37-12-16-42-17-13-37)19-30(25(32)4)33(39)35-21-31-23(2)18-24(3)36-34(31)40/h6-9,18-20,29H,5,10-17,21-22H2,1-4H3,(H2,35,36,39,40)/p+1",0,tazemetostat,,CLINICAL PHARMACOLOGY
369,benznidazole,benznidazole,benznidazole,no,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,"InChI=1S/C12H12N4O3/c17-11(14-8-10-4-2-1-3-5-10)9-15-7-6-13-12(15)16(18)19/h1-7H,8-9H2,(H,14,17)",0,benznidazole,,no
370,orfadin,nitisinone,nitisinone,no,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",0,nitisinone,,no
371,chloramphenicol sodium succinate,chloramphenicol sodium succinate,chloramphenicol sodium succinate,no,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C15H16Cl2N2O8/c16-14(17)15(24)18-10(7-27-12(22)6-5-11(20)21)13(23)8-1-3-9(4-2-8)19(25)26/h1-4,10,13-14,23H,5-7H2,(H,18,24)(H,20,21)/p-1",0,chloramphenicol sodium succinate,,no
372,rabeprazole sodium,rabeprazole sodium,rabeprazole sodium,no,COCCCOc1ccnc(C[S+](O)c2nc3ccccc3[n-]2)c1C,"InChI=1S/C18H21N3O3S/c1-13-16(19-9-8-17(13)24-11-5-10-23-2)12-25(22)18-20-14-6-3-4-7-15(14)21-18/h3-4,6-9,22H,5,10-12H2,1-2H3",0,rabeprazole sodium,,CLINICAL PHARMACOLOGY
373,orilissa,elagolix,elagolix sodium,no,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC([NH2+]CCCC(=O)[O-])c3ccccc3)c2=O)c1F,"InChI=1S/C32H30F5N3O5/c1-19-28(21-11-6-14-26(45-2)29(21)34)30(43)40(18-25(20-9-4-3-5-10-20)38-16-8-15-27(41)42)31(44)39(19)17-22-23(32(35,36)37)12-7-13-24(22)33/h3-7,9-14,25,38H,8,15-18H2,1-2H3,(H,41,42)",0,elagolix,,CLINICAL PHARMACOLOGY
374,paromomycin sulfate,paromomycin sulfate,paromomycin sulfate,no,[NH3+]CC1OC(OC2C(CO)OC(OC3C(O)C([NH3+])CC([NH3+])C3OC3OC(CO)C(O)C(O)C3[NH3+])C2O)C([NH3+])C(O)C1O,"InChI=1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/p+5",0,paromomycin sulfate,,no
375,illuccix,kit for the preparation of gallium ga 68 gozetotide injection,gozetotide,no,O=C([O-])CCc1ccc([O-])c(C[NH+](CC[NH+](CC(=O)[O-])Cc2cc(CCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])ccc2[O-])CC(=O)[O-])c1,"InChI=1S/C44H62N6O17/c51-34-13-8-28(22-30(34)24-49(26-40(59)60)20-21-50(27-41(61)62)25-31-23-29(9-14-35(31)52)11-16-38(55)56)10-15-37(54)46-18-4-1-2-7-36(53)45-19-5-3-6-32(42(63)64)47-44(67)48-33(43(65)66)12-17-39(57)58/h8-9,13-14,22-23,32-33,51-52H,1-7,10-12,15-21,24-27H2,(H,45,53)(H,46,54)(H,55,56)(H,57,58)(H,59,60)(H,61,62)(H,63,64)(H,65,66)(H2,47,48,67)/p-6",0,kit for the preparation of gallium ga 68 gozetotide injection,,no
376,cedax,ceftibuten dihydrate,ceftibuten dihydrate,no,N=c1[n-]c(C(CCC(=O)[O-])C(=O)N=C2C(=O)[NH+]3C(C(=O)[O-])=CCSC23)cs1,"InChI=1S/C15H14N4O6S2/c16-15-17-7(5-27-15)6(1-2-9(20)21)11(22)18-10-12(23)19-8(14(24)25)3-4-26-13(10)19/h3,5-6,13H,1-2,4H2,(H4,16,17,20,21,24,25)/p-2",0,ceftibuten dihydrate,,no
377,oxbryta,voxelotor,voxelotor,no,CC(C)n1nccc1-c1ncccc1COc1cccc([O-])c1C=O,"InChI=1S/C19H19N3O3/c1-13(2)22-16(8-10-21-22)19-14(5-4-9-20-19)12-25-18-7-3-6-17(24)15(18)11-23/h3-11,13,24H,12H2,1-2H3/p-1",0,voxelotor,,CLINICAL PHARMACOLOGY
378,uptravi; uptravi titration pack,selexipag,selexipag,no,CC(C)[NH+](CCCCOCC(=O)[N-]S(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,"InChI=1S/C26H32N4O4S/c1-20(2)30(16-10-11-17-34-19-24(31)29-35(3,32)33)23-18-27-25(21-12-6-4-7-13-21)26(28-23)22-14-8-5-9-15-22/h4-9,12-15,18,20H,10-11,16-17,19H2,1-3H3,(H,29,31)",0,selexipag,,CLINICAL PHARMACOLOGY
379,prezista,darunavir,darunavir ethanolate,no,CC(C)C[NH+](CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/p+1",0,darunavir,,CLINICAL PHARMACOLOGY
380,tybost,cobicistat,cobicistat,no,CC(C)c1nc(C[NH+](C)C(=O)NC(CC[NH+]2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,"InChI=1S/C40H53N7O5S2/c1-29(2)38-43-34(27-53-38)25-46(3)39(49)45-36(16-17-47-18-20-51-21-19-47)37(48)42-32(22-30-10-6-4-7-11-30)14-15-33(23-31-12-8-5-9-13-31)44-40(50)52-26-35-24-41-28-54-35/h4-13,24,27-29,32-33,36H,14-23,25-26H2,1-3H3,(H,42,48)(H,44,50)(H,45,49)/p+2",0,cobicistat,,no
381,rosuvastatin,rosuvastatin,rosuvastatin,no,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CCC(O)CC(O)CC(=O)[O-],"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-8,10,16-17,27-28H,9,11-12H2,1-4H3,(H,29,30)/p-1",0,rosuvastatin,,no
382,ninlaro,ixazomib,ixazomib citrate,no,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)[O-])(CC(=O)[O-])O1,"InChI=1S/C20H23BCl2N2O9/c1-10(2)5-14(21-33-19(32)20(34-21,7-16(27)28)8-17(29)30)25-15(26)9-24-18(31)12-6-11(22)3-4-13(12)23/h3-4,6,10,14H,5,7-9H2,1-2H3,(H,24,31)(H,25,26)(H,27,28)(H,29,30)/p-2",0,ixazomib,,CLINICAL PHARMACOLOGY
383,molnupiravir,molnupiravir,molnupiravir,no,CC(C)C(=O)OCC1OC(n2ccc(=NO)[n-]c2=O)C(O)C1O,"InChI=1S/C13H19N3O7/c1-6(2)12(19)22-5-7-9(17)10(18)11(23-7)16-4-3-8(15-21)14-13(16)20/h3-4,6-7,9-11,17-18H,5H2,1-2H3,(H2,14,15,20,21)/p-1",0,molnupiravir,,no
384,horizant,gabapentin enacarbil,gabapentin enacarbil,no,CC(OC(=O)NCC1(CC(=O)[O-])CCCCC1)OC(=O)C(C)C,"InChI=1S/C16H27NO6/c1-11(2)14(20)22-12(3)23-15(21)17-10-16(9-13(18)19)7-5-4-6-8-16/h11-12H,4-10H2,1-3H3,(H,17,21)(H,18,19)/p-1",0,gabapentin enacarbil,,CLINICAL PHARMACOLOGY
385,nateglinide,nateglinide,nateglinide,no,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)[O-])CC1,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/p-1",0,nateglinide,,no
386,penicillamine,penicillamine,penicillamine,no,CC(C)(S)C([NH3+])C(=O)[O-],"InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)",0,penicillamine,,no
387,pantoprazole sodium,pantoprazole,pantoprazole sodium,no,COc1ccnc(C[S+](O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,"InChI=1S/C16H15F2N3O4S/c1-23-13-5-6-19-12(14(13)24-2)8-26(22)16-20-10-4-3-9(25-15(17)18)7-11(10)21-16/h3-7,15,22H,8H2,1-2H3",0,pantoprazole,,no
388,hepsera,adefovir dipivoxil,adefovir dipivoxil,no,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(=N)[n-]cnc21)OCOC(=O)C(C)(C)C,"InChI=1S/C20H31N5O8P/c1-19(2,3)17(26)30-11-32-34(28,33-12-31-18(27)20(4,5)6)13-29-8-7-25-10-24-14-15(21)22-9-23-16(14)25/h9-10H,7-8,11-13H2,1-6H3,(H-,21,22,23)/q-1",0,adefovir dipivoxil,,no
389,durlaza,acetylsalicylic acid,aspirin,no,CC(=O)Oc1ccccc1C(=O)[O-],"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)/p-1",0,acetylsalicylic acid,,no
390,alinia,nitazoxanide,nitazoxanide,no,CC(=O)Oc1ccccc1C(=O)N=c1[n-]cc([N+](=O)[O-])s1,"InChI=1S/C12H9N3O5S/c1-7(16)20-9-5-3-2-4-8(9)11(17)14-12-13-6-10(21-12)15(18)19/h2-6H,1H3,(H,13,14,17)/p-1",0,nitazoxanide,,no
391,xuriden,uridine triacetate,uridine triacetate,no,CC(=O)OCC1OC(n2ccc(=O)[n-]c2=O)C(OC(C)=O)C1OC(C)=O,"InChI=1S/C15H18N2O9/c1-7(18)23-6-10-12(24-8(2)19)13(25-9(3)20)14(26-10)17-5-4-11(21)16-15(17)22/h4-5,10,12-14H,6H2,1-3H3,(H,16,21,22)/p-1",0,uridine triacetate,,no
392,heparin sodium,heparin sodium,heparin sodium,no,CC(=O)NC1C(O)OC(COS(=O)(=O)[O-])C(OC2OC(C(=O)[O-])C(OC3OC(CO)C(OC4OC(C(=O)[O-])C(O)C(O)C4OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C3NS(=O)(=O)[O-])C(O)C2OS(=O)(=O)[O-])C1O,"InChI=1S/C26H42N2O37S5/c1-4(30)27-7-9(31)13(6(56-23(7)39)3-55-67(43,44)45)58-26-19(65-70(52,53)54)12(34)16(20(62-26)22(37)38)60-24-8(28-66(40,41)42)15(63-68(46,47)48)14(5(2-29)57-24)59-25-18(64-69(49,50)51)11(33)10(32)17(61-25)21(35)36/h5-20,23-26,28-29,31-34,39H,2-3H2,1H3,(H,27,30)(H,35,36)(H,37,38)(H,40,41,42)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)/p-7",0,heparin sodium,,no
393,acetazolamide,acetazolamide,acetazolamide,no,CC(=O)N=c1[n-]nc(S(N)(=O)=O)s1,"InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H3,5,6,7,9,10,11)/p-1",0,acetazolamide,,no
