,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,DICT _ Concern
288,OCC(C(C(=O)C(C(O)O)O)O)O,C6H12O7,196.16,13,0,0.83,5,7,6,38.13,138.45,0.03,-3.8,-4.06,-3.31,-2.26,-2.68,1.67,9130.0,46.5,Highly soluble,1.48,5990.0,30.5,Highly soluble,3.02,204000.0,1040.0,Soluble,0,0,0,0,0,0,0,0,-10.19,1,2,0,1,3,0.55,0,1,1,3.25,most
289,O=C(C1C(=O)c2ccccc2S(=O)(=O)[NH+]1C)N=c1[n-]cccc1,C15H13N3O4S,331.35,23,12,0.13,2,6,1,84.67,106.35,1.31,1.44,-0.76,-2.44,1.45,0.2,-3.06,0.292,0.00088,Soluble,-3.28,0.174,0.000526,Soluble,-4.37,0.014,4.24e-05,Moderately soluble,1,0,0,0,0,0,0,0,-7.3,0,1,0,0,0,0.55,0,1,0,3.92,most
290,COc1ccc2c(c1)c(CC(=O)[O-])c(n2C(=O)c1ccc(cc1)Cl)C,C19H15ClNO4-,356.78,25,15,0.16,5,4,0,94.18,71.36,2.72,4.27,2.59,3.3,3.91,3.36,-4.86,0.00497,1.39e-05,Moderately soluble,-5.48,0.00118,3.31e-06,Moderately soluble,-5.79,0.000581,1.63e-06,Moderately soluble,1,1,0,1,1,1,0,0,-5.44,0,0,0,0,0,0.85,0,0,2,2.47,most
291,CC([NH+](C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,C21H30N3O+,340.48,25,12,0.43,8,2,2,103.9,60.42,3.25,2.58,1.94,-1.4,3.53,1.98,-3.4,0.134,0.000395,Soluble,-3.5,0.108,0.000318,Soluble,-5.94,0.000392,1.15e-06,Moderately soluble,1,1,0,0,0,0,0,0,-6.55,0,0,0,0,0,0.55,0,0,1,3.42,most
292,OCCO[N-]C(=O)c1cc2n(C)cnc2c(c1Nc1ccc(cc1Cl)Br)F,C17H14BrClFN4O3-,456.67,27,15,0.18,7,6,2,103.81,76.38,2.55,3.59,4.73,2.97,2.85,3.34,-4.88,0.00599,1.31e-05,Moderately soluble,-4.88,0.00601,1.32e-05,Moderately soluble,-6.63,0.000107,2.33e-07,Poorly soluble,1,0,0,1,1,1,1,1,-6.54,0,0,0,0,0,0.56,0,1,2,3.17,most
293,OCC1SCC(O1)N1CCC(=N)[N-]C1=O,C8H12N3O3S-,230.26,15,0,0.75,2,5,2,62.92,98.92,1.33,-0.95,-0.19,-0.7,-0.18,-0.14,-0.54,66.8,0.29,Very soluble,-0.64,52.4,0.228,Very soluble,-0.36,101.0,0.44,Soluble,1,0,0,0,0,0,0,0,-8.38,0,0,0,0,0,0.55,0,1,1,3.91,no
294,[NH3+]CCC(=O)C([NH2+]C1CC([NH3+])C(C(C1OC1OC(CO)C(C(C1O)[NH3+])O)O)OC1OC(C[NH3+])C(C(C1O)O)O)O,C22H48N5O13+++++,590.64,40,0,0.95,11,13,13,135.28,343.0,0.05,-8.24,-12.32,-25.27,-7.58,-10.67,2.42,154000.0,260.0,Highly soluble,1.8,37000.0,62.6,Highly soluble,4.82,39200000.0,66400.0,Soluble,0,0,1,0,0,0,0,0,-15.75,3,4,2,1,4,0.17,0,1,2,7.04,no
295,OCC1OC(OC2C(OC3C(O)C(O)C(C(C3[NH+]=C(N)N)O)[NH+]=C(N)N)OC(C2(O)C=O)C)C(C(C1O)O)[NH2+]C,C21H42N7O12+++,584.6,40,0,0.86,9,12,14,133.03,344.23,-0.06,-7.99,-13.03,-9.65,-7.04,-7.55,2.16,85100.0,146.0,Highly soluble,1.51,19000.0,32.4,Highly soluble,4.6,23400000.0,40100.0,Soluble,0,0,1,0,0,0,0,0,-15.54,3,4,1,1,4,0.17,0,3,2,7.05,no
296,OCC1SCC(O1)N1CC(F)C(=N)[N-]C1=O,C8H11FN3O3S-,248.25,16,0,0.75,2,6,2,62.98,98.92,1.3,-0.48,0.18,-0.13,-0.17,0.14,-0.94,28.2,0.114,Very soluble,-1.13,18.4,0.0741,Very soluble,-0.4,97.9,0.394,Soluble,1,0,0,0,0,0,0,0,-8.16,0,0,0,0,0,0.55,0,1,1,4.16,no
297,OCC1C(O)CC(C1=C)N1CNC2C1[N-]C(=N)[N-]C2=O,C12H17N5O3--,279.3,20,0,0.67,2,8,4,84.13,96.65,0.93,-1.54,-2.46,-0.78,-1.72,-1.11,-0.47,94.8,0.339,Very soluble,0.02,291.0,1.04,Highly soluble,-0.55,78.9,0.282,Soluble,0,0,1,0,0,0,0,0,-9.1,0,1,0,0,0,0.55,0,2,0,4.32,no
298,N=c1[n-]c(=S)c2c([n-]1)nc[n-]2,C5H2N5S---,164.17,11,9,0.0,0,5,1,39.06,107.5,0.19,-0.04,-0.68,-0.85,3.04,0.33,-1.44,5.99,0.0365,Very soluble,-1.77,2.81,0.0171,Very soluble,-2.32,0.784,0.00478,Soluble,1,0,0,0,0,0,0,0,-7.33,0,3,0,0,1,0.56,0,1,1,2.08,no
299,N[N-]C(=O)c1ccncc1,C6H6N3O-,136.13,10,6,0.0,2,4,1,35.69,55.98,0.74,-0.7,0.47,-0.06,-0.27,0.03,-0.56,37.9,0.279,Very soluble,-0.0,136.0,0.999,Very soluble,-1.64,3.15,0.0231,Soluble,1,0,0,0,0,0,0,0,-7.63,0,3,0,0,1,0.85,0,2,1,1.21,no
300,CCOC(=O)NC1CCC2C(C1)CC1C(C2C=Cc2ccc(cn2)c2cccc(c2)F)C(OC1=O)C,C29H33FN2O4,492.58,36,12,0.48,7,6,1,136.05,77.52,4.3,5.27,5.94,4.13,4.8,4.89,-6.0,0.000494,1e-06,Moderately soluble,-6.65,0.000111,2.25e-07,Poorly soluble,-7.0,4.88e-05,9.91e-08,Poorly soluble,1,0,1,0,0,1,1,1,-5.56,0,3,0,1,1,0.55,0,1,2,5.43,no
301,[O-]C(=O)C1=C(CSC2[NH+]1C(=O)C2=NC(=O)C([NH2+]OCC(=O)[O-])c1[n-]c(=N)sc1)C=C,C16H14N5O7S2-,452.44,30,5,0.25,9,11,3,105.89,247.32,-0.07,-2.59,-6.58,-7.57,1.36,-3.09,-0.54,130.0,0.287,Very soluble,-2.06,3.97,0.00876,Soluble,-1.38,19.1,0.0422,Soluble,0,0,0,0,0,0,0,0,-10.9,1,1,1,1,3,0.11,0,2,2,4.99,no
302,[O-]C(=O)c1cccc(c1)c1cccc(c1[O-])N=NC1C(C)[N-]N(C1=O)c1ccc(c(c1)C)C,C25H21N4O4---,441.46,33,18,0.2,5,7,0,127.46,108.22,3.67,2.48,3.89,3.04,3.98,3.41,-4.21,0.027,6.12e-05,Moderately soluble,-4.4,0.0177,4.01e-05,Moderately soluble,-7.01,4.26e-05,9.66e-08,Poorly soluble,1,0,0,0,1,1,0,1,-7.23,0,0,0,0,0,0.56,1,1,1,4.3,no
303,[O-]C(=O)CCC(C(=O)[O-])NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[n-]c(=N)[n-]2,C19H15N7O6----,437.37,32,16,0.21,10,11,3,104.65,213.87,0.09,-0.66,-3.97,-0.96,1.24,-0.85,-1.85,6.24,0.0143,Very soluble,-3.36,0.192,0.000439,Soluble,-5.01,0.00431,9.86e-06,Moderately soluble,0,0,0,0,0,0,0,0,-9.44,1,1,1,1,2,0.11,0,0,2,3.36,no
304,O=C[NH+]1C(CNc2ccc(cc2)C(=O)NC(C(=O)[O-])CCC(=O)[O-])CNc2c1c(=O)[n-]c(=N)[n-]2,C20H20N7O7---,470.42,34,12,0.3,11,11,5,120.22,221.63,0.4,-0.83,-6.75,-4.24,0.05,-2.27,-1.77,8.01,0.017,Very soluble,-3.34,0.213,0.000453,Soluble,-3.7,0.0939,0.0002,Soluble,0,0,0,0,0,0,0,0,-9.76,1,1,2,1,2,0.11,0,1,2,4.06,no
305,N=c1cc[n-]cc1,C5H5N2-,93.11,7,6,0.0,0,2,1,26.29,36.74,0.9,-1.22,0.12,-0.6,1.78,0.2,-0.28,48.5,0.521,Very soluble,0.94,817.0,8.78,Highly soluble,-1.99,0.962,0.0103,Soluble,1,0,0,0,0,0,0,0,-7.73,0,3,0,0,1,0.85,0,0,1,1.19,no
306,Fc1ccc(cc1C(=O)[NH+]1CC[NH+](CC1)C(=O)C1CC1)Cc1n[n-]c(=O)c2c1cccc2,C24H24FN4O3+,435.47,32,16,0.33,6,8,2,126.11,85.87,2.83,1.9,-1.26,-3.46,4.14,0.83,-3.71,0.0847,0.000195,Soluble,-3.33,0.206,0.000472,Soluble,-6.61,0.000108,2.48e-07,Poorly soluble,1,0,1,0,0,1,0,0,-7.61,0,1,0,0,0,0.55,0,0,1,3.19,no
307,O=C(C(c1ccc(cc1)[O-])[NH3+])NC1C(=O)[NH+]2C1SCC(=C2C(=O)[O-])C,C16H17N3O5S,363.39,25,6,0.31,5,6,3,92.46,166.74,1.47,-2.06,-3.59,-6.81,-0.33,-2.26,-0.64,82.7,0.228,Very soluble,-0.92,44.2,0.122,Very soluble,-1.73,6.77,0.0186,Soluble,0,0,0,0,0,0,0,0,-9.98,0,1,1,1,2,0.55,0,0,1,4.4,no
308,NC(=O)N,CH4N2O,60.06,4,0,0.0,0,1,2,12.92,69.11,-0.01,-1.43,-0.98,-1.6,-0.92,-0.99,0.69,293.0,4.88,Highly soluble,0.48,182.0,3.03,Highly soluble,1.06,696.0,11.6,Soluble,1,0,0,0,0,0,0,0,-7.68,0,4,0,0,2,0.55,0,0,1,1.0,no
309,[O-]S(=O)(=O)OCC1(OC2OC(COS(=O)(=O)[O-])C(C(C2OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC(C(C1OS(=O)(=O)[O-])OS(=O)(=O)[O-])COS(=O)(=O)[O-],C12H14O35S8--------,974.74,55,0,1.0,21,35,0,137.02,626.17,-0.31,-8.6,-0.87,-6.46,-15.33,-6.31,0.92,8120.0,8.33,Highly soluble,-3.78,0.163,0.000167,Soluble,7.23,16400000000.0,16800000.0,Soluble,0,0,1,0,0,0,0,0,-18.35,2,3,2,1,5,0.11,0,2,2,6.43,no
310,COc1c(OC)cc(cc1OC)NCc1ccc2c(c1C)c(=N)[n-]c(=N)[n-]2,C19H21N5O3--,367.4,27,16,0.26,6,7,3,101.87,113.2,2.31,2.38,1.32,1.57,4.19,2.36,-3.66,0.0804,0.000219,Soluble,-4.4,0.0147,4e-05,Moderately soluble,-7.12,2.77e-05,7.55e-08,Poorly soluble,1,0,1,0,0,0,0,1,-6.85,0,0,0,0,0,0.56,1,0,1,2.95,no
311,[O-]C(=O)C(Cc1cc([O-])c(cc1F)[O-])[NH3+],C9H8FNO4--,213.16,15,6,0.22,3,5,1,45.04,113.89,0.72,-2.02,-0.56,-3.31,0.39,-0.96,0.01,220.0,1.03,Highly soluble,0.15,303.0,1.42,Highly soluble,-1.0,21.2,0.0995,Soluble,1,0,0,0,0,0,0,0,-9.03,0,1,0,0,1,0.56,0,0,1,2.16,no
312,O=C(NC(C(=O)[O-])CCC(=O)[O-])NC(C(=O)[O-])CCCCNC(=O)c1ccc(nc1)F,C18H20FN4O8---,439.37,31,6,0.44,16,10,3,95.75,203.51,0.82,-0.11,-3.39,-0.46,0.25,-0.58,-1.58,11.5,0.0262,Very soluble,-3.71,0.0855,0.000195,Soluble,-2.89,0.57,0.0013,Soluble,0,0,0,0,0,0,0,0,-9.06,1,1,2,1,2,0.11,0,1,2,3.62,no
313,O[NH+]=C(O)N,CH5N2O2+,77.06,5,0,0.0,0,2,4,16.28,80.45,0.38,-0.53,-2.67,-1.64,-0.43,-0.98,0.02,80.0,1.04,Highly soluble,-0.69,15.7,0.204,Very soluble,1.66,3560.0,46.1,Soluble,0,0,0,0,0,0,0,1,-7.15,0,4,0,0,2,0.55,0,4,1,2.55,no
314,[O-]c1ccc(cc1)C1C(CCC(c2ccc(cc2)F)O)C(=O)[NH+]1c1ccc(cc1)F,C24H21F2NO3,409.43,30,18,0.21,6,6,2,112.04,64.8,3.46,3.96,3.85,1.48,4.72,3.49,-4.92,0.00491,1.2e-05,Moderately soluble,-5.02,0.0039,9.52e-06,Moderately soluble,-7.21,2.55e-05,6.22e-08,Poorly soluble,1,1,1,0,1,0,0,0,-5.99,0,0,0,0,0,0.55,0,0,2,3.37,no
315,FC1CC(C1)([NH3+])C(=O)[O-],C5H8FNO2,133.12,9,0,0.8,1,3,1,27.92,67.77,0.8,-2.64,-1.73,-3.87,0.08,-1.47,1.06,1540.0,11.6,Highly soluble,1.77,7750.0,58.2,Highly soluble,-0.01,131.0,0.984,Soluble,1,0,0,0,0,0,0,0,-8.99,0,4,0,0,2,0.55,0,0,1,2.12,no
316,[O-]C(=O)c1ccc(cc1)n1nc(nc1c1ccccc1[O-])c1ccccc1[O-],C21H12N3O4---,370.34,28,23,0.0,4,6,0,97.51,116.96,2.56,3.8,3.25,2.81,2.42,2.97,-4.87,0.00495,1.34e-05,Moderately soluble,-5.95,0.000415,1.12e-06,Moderately soluble,-5.76,0.00065,1.75e-06,Moderately soluble,1,0,0,1,0,1,0,0,-5.86,0,0,0,0,0,0.56,0,0,2,2.84,no
317,OC(CC(C=Cc1c(nc2c(c1c1ccc(cc1)F)cccc2)C1CC1)O)CC(=O)[O-],C25H23FNO4-,420.45,31,16,0.28,8,6,2,115.88,93.48,3.03,3.52,3.43,3.09,5.37,3.69,-4.52,0.0127,3.03e-05,Moderately soluble,-5.17,0.00286,6.81e-06,Moderately soluble,-6.22,0.000254,6.04e-07,Poorly soluble,1,0,1,0,0,1,1,0,-6.37,0,0,0,0,0,0.56,0,0,3,4.17,no
318,OC1CC[NH+](C1)C(=O)Nc1cnn2c1nc(cc2)[NH+]1CCCC1c1cc(F)ccc1F,C21H24F2N6O2++,430.45,31,15,0.38,5,8,4,118.94,88.4,3.38,1.7,-0.2,-4.2,1.08,0.35,-3.61,0.106,0.000247,Soluble,-3.17,0.29,0.000673,Soluble,-4.54,0.0124,2.88e-05,Moderately soluble,1,0,1,0,0,0,0,0,-7.72,0,0,0,0,0,0.55,0,0,1,4.2,no
319,OC1COC2C1OCC2O,C6H10O4,146.14,10,0,1.0,0,4,2,31.22,58.92,1.1,-1.35,-1.49,-1.52,-0.4,-0.73,0.1,186.0,1.27,Highly soluble,0.61,599.0,4.1,Highly soluble,1.07,1730.0,11.8,Soluble,1,0,0,0,0,0,0,0,-8.15,0,3,0,0,1,0.55,0,0,1,3.38,no
320,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C34C1Oc1c4c(CC2[NH+](CC3)CC=C)ccc1[O-])O,C34H53NO11,651.78,46,6,0.76,24,11,2,171.78,130.8,6.57,0.93,0.5,-4.72,5.1,1.67,-2.98,0.683,0.00105,Soluble,-3.26,0.356,0.000546,Soluble,-6.83,9.69e-05,1.49e-07,Poorly soluble,1,0,0,0,0,0,0,0,-9.62,2,3,1,0,3,0.17,0,1,2,7.12,no
321,O=C(OC(COC(=O)CCCc1ccccc1)COC(=O)CCCc1ccccc1)CCCc1ccccc1,C33H38O6,530.65,39,18,0.36,20,6,0,151.53,78.9,4.74,6.7,6.05,5.1,8.03,6.12,-6.37,0.000225,4.24e-07,Poorly soluble,-8.16,3.67e-06,6.91e-09,Poorly soluble,-10.79,8.71e-09,1.64e-11,Insoluble,1,0,1,0,1,0,1,0,-4.78,2,4,1,1,2,0.17,0,1,3,3.75,no
322,NC(=O)c1cnccn1,C5H5N3O,123.11,9,6,0.0,1,3,1,30.13,68.87,0.74,-0.6,-0.42,-1.66,0.08,-0.37,-0.65,27.4,0.223,Very soluble,-0.37,51.9,0.422,Very soluble,-1.2,7.82,0.0635,Soluble,1,0,0,0,0,0,0,0,-7.48,0,4,0,0,1,0.55,0,0,1,1.47,no
323,[O-]C(=O)CCC(C(=O)[O-])NC(=O)N,C6H8N2O5--,188.14,13,0,0.5,6,5,2,36.71,135.38,-0.3,-2.39,-3.7,-1.07,-1.85,-1.86,0.9,1480.0,7.86,Highly soluble,0.09,229.0,1.22,Highly soluble,0.87,1390.0,7.41,Soluble,0,0,0,0,0,0,0,0,-9.14,0,2,0,1,2,0.56,0,0,1,2.06,no
324,CC(CN1CNC2C1NC[N-]C2=N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,C19H35N5O10P-,524.48,35,0,0.84,17,15,3,136.24,176.78,3.91,0.79,0.56,-0.76,-1.55,0.59,-2.47,1.79,0.00341,Soluble,-4.08,0.0433,8.25e-05,Moderately soluble,-1.92,6.35,0.0121,Soluble,0,0,1,0,0,0,0,0,-8.94,2,2,2,1,3,0.17,0,4,2,5.89,no
325,CC(CN1CNC2C1NC[N-]C2=N)OCP(=O)([NH2+]C(C(=O)OC(C)C)C)Oc1ccccc1,C21H35N6O5P,482.51,33,6,0.62,12,10,4,140.69,139.4,3.03,1.06,-0.53,-3.34,-0.29,-0.01,-2.84,0.694,0.00144,Soluble,-3.58,0.127,0.000264,Soluble,-4.43,0.0181,3.74e-05,Moderately soluble,0,0,1,0,0,0,0,0,-8.49,1,3,1,1,0,0.55,0,2,2,6.36,no
326,O=C1[N-]C2C(N1C1CC[NH+](CC1)C(=O)OC1CCC(C(c3c1nccc3)[NH3+])c1cccc(c1F)F)CCCN2,C28H35F2N6O3+,541.61,39,12,0.54,5,9,3,155.5,103.61,3.23,1.89,1.0,-4.54,1.54,0.62,-4.29,0.028,5.17e-05,Moderately soluble,-3.69,0.111,0.000205,Soluble,-5.92,0.000647,1.19e-06,Moderately soluble,1,0,1,0,0,0,0,0,-8.26,1,3,0,0,0,0.55,0,0,1,5.74,no
327,CC1OC(C)CN(C1)c1ccc(cn1)NC(=O)c1cccc(c1C)c1ccc(cc1)OC(F)(F)F,C26H26F3N3O3,485.5,35,18,0.31,7,7,1,130.88,63.69,4.02,5.81,6.51,3.25,4.88,4.89,-6.43,0.000181,3.72e-07,Poorly soluble,-6.92,5.87e-05,1.21e-07,Poorly soluble,-8.41,1.89e-06,3.89e-09,Poorly soluble,1,0,1,0,1,1,1,1,-5.14,0,3,0,1,1,0.55,0,0,2,4.16,no
328,CON=C(c1csc(=N)[n-]1)C(=NC1C(=O)[NH+]2C1SCC(=C2C(=O)[O-])CSc1[n-]c(=O)c(=O)[n-][n+]1C)O,C18H16N8O7S3--,552.56,36,11,0.33,8,14,3,132.07,296.25,0.08,-0.22,-5.77,-3.95,1.76,-1.62,-2.83,0.826,0.00149,Soluble,-5.54,0.00158,2.86e-06,Moderately soluble,-2.02,5.34,0.00966,Soluble,0,0,0,0,0,0,0,0,-9.83,2,3,1,1,2,0.11,0,5,2,5.1,no
329,N=c1scc([n-]1)C(=NOC(C(=O)[O-])(C)C)C(=O)NC1C(=O)[NH+]2C1SCC(=C2C(=O)[O-])C[n+]1ccccc1,C22H21N6O7S2-,545.57,37,11,0.32,10,11,3,133.07,246.62,-14.36,-2.63,-4.97,-3.8,1.33,-4.88,-1.13,40.9,0.0749,Very soluble,-2.0,5.44,0.00998,Soluble,-3.47,0.186,0.000341,Soluble,0,0,1,0,0,0,0,0,-11.5,2,3,1,1,3,0.11,0,3,2,5.23,no
330,Clc1ccc2c(c1)c(nc(c(=O)n2)C(O)O)c1ccccc1,C16H11ClN2O3,314.72,22,17,0.06,2,5,2,83.54,83.31,2.09,2.09,1.97,1.92,3.2,2.26,-3.55,0.0892,0.000283,Soluble,-3.47,0.107,0.000339,Soluble,-5.67,0.000679,2.16e-06,Moderately soluble,1,0,0,1,0,0,0,0,-6.74,0,0,0,0,0,0.55,0,1,0,2.49,no
331,O=C1Nc2c(C)ccnc2[NH+](c2c1cccn2)C1CC1,C15H15N4O+,267.31,20,12,0.27,1,4,2,83.55,59.32,2.33,1.96,0.35,-1.76,2.72,1.12,-3.11,0.207,0.000776,Soluble,-2.83,0.395,0.00148,Soluble,-4.75,0.00472,1.77e-05,Moderately soluble,1,0,1,1,0,0,0,1,-6.54,0,0,0,0,0,0.55,0,0,0,3.02,no
332,CSCC[NH+]=C1NC(=[S+]CCC(F)(F)F)[NH+]=C2C1=NC=[N+]2C1OC(C(C1O)O)CO[P-](=O)(=O)O[P-](=O)(=O)C(P(=O)(=O)O)(Cl)Cl,C17H24Cl2F3N5O12P3S2++,775.35,44,0,0.71,14,16,6,169.27,405.95,0.0,-2.73,-2.39,0.42,-1.53,-1.25,-2.0,7.7,0.00992,Soluble,-5.24,0.00443,5.71e-06,Moderately soluble,-2.77,1.31,0.00169,Soluble,0,0,0,0,0,0,0,0,-12.97,3,3,2,1,5,0.17,0,6,2,6.49,no
333,OP(=O)(=O)CP(=O)(=O)O,CH4O6P2,173.99,9,0,1.0,2,6,2,25.83,177.02,-15.71,-3.49,0.18,-2.36,0.73,-4.13,1.41,4490.0,25.8,Highly soluble,0.35,392.0,2.25,Highly soluble,1.03,1850.0,10.6,Soluble,0,0,1,0,0,0,0,0,-9.84,0,2,1,1,4,0.55,0,1,1,5.02,no
334,OCC[NH+]1CC(O)C(C(C1CO)O)O,C8H18NO5+,208.23,14,0,1.0,3,5,6,52.04,105.59,1.08,-2.57,-5.06,-6.16,-2.15,-2.97,0.69,1010.0,4.85,Highly soluble,0.9,1650.0,7.91,Highly soluble,1.97,19500.0,93.5,Soluble,0,0,1,0,0,0,0,0,-9.39,1,1,0,0,2,0.55,0,0,1,3.32,no
335,OCCCC(=O)[O-],C4H7O3-,103.1,7,0,0.75,3,3,1,22.33,60.36,0.7,-0.63,-1.49,-0.39,-0.32,-0.43,0.12,135.0,1.31,Highly soluble,-0.17,70.5,0.684,Very soluble,0.18,156.0,1.51,Soluble,1,0,0,0,0,0,0,0,-7.38,0,4,0,0,2,0.85,0,0,1,1.17,no
336,Clc1ccc(cc1)C1CCC(=CC1)c1c([O-])c([O-])c2c(c1[O-])cccc2,C22H16ClO3---,363.81,26,16,0.18,2,3,0,101.05,69.18,3.35,5.66,7.28,4.05,4.94,5.05,-5.98,0.000377,1.04e-06,Moderately soluble,-6.88,4.83e-05,1.33e-07,Poorly soluble,-6.62,8.79e-05,2.42e-07,Poorly soluble,0,0,1,1,1,1,0,0,-4.5,0,1,0,1,1,0.85,0,0,2,3.59,no
337,OCC(CO)(CO)[NH3+],C4H12NO3+,122.14,8,0,1.0,3,3,4,28.83,88.33,0.68,-2.88,-3.06,-5.6,-1.5,-2.47,1.42,3180.0,26.0,Highly soluble,1.58,4670.0,38.2,Highly soluble,0.99,1190.0,9.73,Soluble,0,0,0,0,0,0,0,0,-9.09,0,3,0,0,3,0.55,0,0,1,1.0,no
338,[O-]C(=O)CCC([NH3+])C=C,C6H11NO2,129.16,9,0,0.5,4,2,1,34.28,67.77,1.09,-2.16,-1.69,-3.4,0.01,-1.23,0.98,1240.0,9.64,Highly soluble,1.27,2390.0,18.5,Highly soluble,-0.16,89.1,0.69,Soluble,1,0,0,0,0,0,0,0,-8.62,0,3,0,0,2,0.55,0,1,1,1.94,no
339,OCC1OC(c2ccc(c(c2)Cc2ccc(cc2)OC2COCC2)Cl)C(C(C1O)O)O,C23H27ClO7,450.91,31,12,0.48,6,7,4,113.41,108.61,3.4,2.03,1.29,0.7,2.66,2.01,-3.8,0.0706,0.000157,Soluble,-3.94,0.0519,0.000115,Soluble,-4.25,0.0254,5.62e-05,Moderately soluble,1,0,1,0,0,0,1,0,-7.61,0,0,0,0,0,0.55,0,0,1,4.87,no
340,OCC1OC(C(C1OC1OC(CO)C(C(C1O)O)O)O)(O)CO,C12H22O11,342.3,23,0,1.0,5,11,8,68.16,189.53,-0.01,-4.25,-5.4,-4.37,-3.86,-3.58,1.05,3800.0,11.1,Highly soluble,0.88,2590.0,7.57,Highly soluble,3.67,1620000.0,4730.0,Soluble,0,0,1,0,0,0,0,0,-11.41,2,1,1,1,4,0.17,0,0,0,5.29,no
341,NC(=O)CCC(C(=O)[O-])[NH3+],C5H10N2O3,146.14,10,0,0.6,4,3,2,32.85,110.86,0.25,-3.15,-3.39,-5.05,-1.42,-2.55,1.5,4650.0,31.8,Highly soluble,1.39,3580.0,24.5,Highly soluble,0.68,698.0,4.78,Soluble,0,0,0,0,0,0,0,0,-9.43,0,3,0,0,2,0.55,0,0,1,1.76,no
342,ClCCN(c1ccc(cc1)CCCC(=O)[O-])CCCl,C14H18Cl2NO2-,303.2,19,6,0.5,9,2,0,79.07,43.37,2.59,1.7,2.04,3.29,3.75,2.67,-2.43,1.13,0.00371,Soluble,-2.23,1.8,0.00594,Soluble,-5.16,0.0021,6.92e-06,Moderately soluble,1,1,0,0,0,0,1,0,-6.94,0,0,0,0,0,0.85,1,1,1,1.76,no
343,COCCC[NH+]1CCC(CC1)NC(=O)c1cc(Cl)c(c2c1OCC2)N,C18H27ClN3O3+,368.88,25,6,0.61,7,3,3,103.4,78.02,3.37,1.95,0.3,-2.17,2.79,1.25,-3.07,0.313,0.000849,Soluble,-3.21,0.226,0.000612,Soluble,-4.73,0.00687,1.86e-05,Moderately soluble,1,0,1,1,0,0,0,0,-7.17,0,0,0,0,0,0.55,0,1,1,3.76,no
344,COc1cc([NH2+]C(CCC[NH3+])C)c2c(c1Oc1cccc(c1)C(F)(F)F)c(C)cc(n2)OC,C24H30F3N3O3++,465.51,33,16,0.38,10,8,2,123.99,84.83,4.41,5.43,5.13,-4.01,5.5,3.29,-5.85,0.000664,1.43e-06,Moderately soluble,-6.97,5.02e-05,1.08e-07,Poorly soluble,-8.69,9.48e-07,2.04e-09,Poorly soluble,1,0,0,0,0,0,0,0,-5.28,0,0,0,0,1,0.55,0,1,3,4.08,no
345,OC(CC(CC(=O)[O-])O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,C33H34FN2O5-,557.63,41,23,0.27,13,6,3,156.31,114.62,3.95,4.96,5.21,3.48,6.15,4.75,-5.98,0.000585,1.05e-06,Moderately soluble,-7.11,4.38e-05,7.85e-08,Poorly soluble,-9.13,4.16e-07,7.46e-10,Poorly soluble,0,0,1,0,1,1,1,1,-6.18,1,3,1,0,0,0.56,0,0,3,4.91,no
346,[NH3+]C(c1ccccc1)C(=O)NC1C(=O)[NH+]2C1SC(C2C(=O)[O-])(C)C,C16H20N3O4S+,350.41,24,6,0.44,5,5,3,92.84,143.68,1.0,-1.13,-3.86,-6.21,0.01,-2.04,-1.16,24.5,0.0699,Very soluble,-1.4,14.1,0.0402,Very soluble,-2.21,2.16,0.00615,Soluble,0,0,0,0,0,0,0,0,-9.24,0,1,1,1,0,0.55,0,0,1,4.2,no
347,[NH3+]CCCC(P(=O)(=O)O)(P(=O)(=O)O)O,C4H12NO7P2+,248.09,14,0,1.0,5,7,4,45.42,224.89,-11.77,-6.7,-1.11,-6.02,-2.64,-5.65,3.17,369000.0,1490.0,Highly soluble,2.68,118000.0,477.0,Highly soluble,1.09,3060.0,12.3,Soluble,0,0,1,0,0,0,0,0,-12.57,0,1,1,1,3,0.55,0,1,1,3.71,no
